"Date / Time","City","State","Shape","Duration","Summary","Posted"
"10/28/14 22:15","Santa Fe","NM","Triangle","4 seconds","Orange Ghost like wing flying overhead.","11/6/14"
"10/28/14 22:00","Urbandale","IA","Triangle","2 minutes","Faint boomerang object with no sound, no lights gliding through the sky at a high rate of speed.","11/6/14"
"10/28/14 21:20","Lancaster","CA","Flash","2 seconds","Orange flash in lancaster sky.","11/6/14"
"10/28/14 21:00","Cloudcroft","NM","Triangle","5 minutes","Rotating triangle shaped white lights.","11/6/14"
"10/28/14 21:00","Fairview","NC","Light","30 seconds","Yellow/orange glowing object in Fairview.","11/6/14"
"10/28/14 20:30","Bangalore (India)","","Triangle","10 seconds","Very dim group of lights shaped like V passing through the sky.","11/6/14"
"10/28/14 20:00","Indianapolis","IN","Sphere","10 minutes","Red light with white halo around it.  Moving up and down back and forth through the night sky just above the tree lines.","11/6/14"
"10/28/14 19:45","Silver Spring","MD","Disk","10 minutes","Bright green light flying around plaza del mercado, silver spring, Maryland","11/6/14"
"10/28/14 18:15","Tucson","AZ","Sphere","1 minute","A white sphere slowly descending straight down from the sky. It was way to slow for meteor and hand no flashing lights like a helicopte","11/6/14"
"10/28/14 10:10","Albany","OR","Changing","3 minutes","Illuminated object moving south, stopped in sky over Albany, Oregon.","11/6/14"
"10/28/14 07:00","Mescalero","NM","Sphere","30 minutes","It looked like a silver reflecting, blinking light and would be in one spot and stay blinking.  Then the light would go out and come ba","11/6/14"
"10/28/14 07:00","Tega Cay","SC","Circle","5 seconds","Ball of fire falling from sky.","11/6/14"
"10/28/14 02:34","Rowlett","TX","Circle","4 minutes","Baseball size one white light points down on roof from at least twenty feet up.","11/6/14"
"10/28/14 01:30","Saint Mary's City","MD","Light","30 minutes","Stationary object with flashing lights seen from SMCM.  ((NUFORC Note:  Possible ""twinkling"" star?  PD))","11/6/14"
"10/28/14 01:05","Oracle","AZ","Light","75 minutes","We witnessed a blue and white flickering light about twice the size of a star, but ten times as bright. It shot across the sky.","11/6/14"
"10/27/14 23:50","Cape May","NJ","Light","30 minutes","An object not progressing in a normal path, and changing both elevation and direction was observerved for a prolonged period in w sky.","11/6/14"
"10/27/14 23:30","Catlettsburg (Louisa area)","KY","Circle","15 minutes","Circle shaped object size of a large star in the louisa, Ky area 9/27/14 at around 1130 pm.  Several different colors.  Erratic.","11/6/14"
"10/27/14 23:00","Marco Island","FL","Light","~30 minutes","White light hovering above Gulf of Mexico with Pulsating blue green and red lights. I looked as though it were looking/following someth","11/6/14"
"10/27/14 20:00","Albuquerque","NM","Disk","30 minutes","Flashing objects over Albuquerque skies.","11/6/14"
"10/27/14 20:00","Roswell","NM","Oval","5 minutes","Bright lights appeared and disappeared over West Mesa, Roswell, NM.","11/6/14"
"10/27/14 19:20","Berlin","MD","Light","30 seconds","Orange light over the ocean seen from the coast of Maryland.","11/6/14"
"10/27/14 19:00","Sahuarita","AZ","Sphere","2","Bright ""star-like"" objects appeared over Sahuarita, followed by scrambling F-16s.","11/6/14"
"10/27/14 19:00","Atlantic City","NJ","Light","10 minutes","Strange light off  of Atlantic City ocean.","11/6/14"
"10/27/14 18:55","Tucson","AZ","Circle","10 minutes","Orange light split in two and then melded back into one light before vanishing","11/26/14"
"10/27/14 18:50","South Kingstown","RI","Fireball","5-10 minutes","Fireball going across the sky when trying to watch the initial Antares launch on 10/27/14","11/6/14"
"10/27/14 18:00","Fort Collins","CO","Disk","20 minutes","A flying disk with white lights was clearly spotted through binoculars in the sunset near Rocky Mountain National Park.","11/6/14"
"10/27/14 16:00","Tucson","AZ","Cigar","10 seconds","White cigar shaped object floating in between rock formations at the top of Catalina Mountain.","11/6/14"
"10/27/14 11:20","Kapahi","HI","Unknown","4 seconds","Under brilliant illumination that was much brighter than any flair I have seen.","11/6/14"
"10/27/14 11:00","Spokane","WA","Cylinder","15 minutes","Silver cylinder no wings no sound.","12/5/14"
"10/27/14 07:50","Asheville","NC","Circle","8:15","Strange light, was inspected by 3 helicopters.. Please read.. I need to know if others experienced something like this..","11/6/14"
"10/27/14 07:35","Utica","NY","Light","5 minutes","Light appearing and disappearing in different parts of the sky.","11/6/14"
"10/27/14 05:00","Las Vegas","NV","Circle",">1 hour","My dogs woke me up and I went outside and there was a lot of bright triangular shapes I believe to be planets and maybe Antares, becaus","11/6/14"
"10/27/14 03:00","San Marcos","TX","Triangle","6 seconds","Black Triangle glides through San Marcos, Texas.","11/6/14"
"10/27/14 01:00","Toronto (Canada)","ON","","2-3 hours","Seen 3 objects in the sky at first glance we thought they were stars but then we noticed that they had lights going in a vertical line","11/6/14"
"10/26/14 23:00","Hanover","PA","Light","30 minutes","Swaying star seen in Hanover.","11/6/14"
"10/26/14 22:00","Old Fort/Morganton (between)","NC","Circle","5 minutes","Marion to Morganton, North Carolina: On I-40 10/26/2014:large white circular orb overhead, and lost time.","11/6/14"
"10/26/14 22:00","Old Fort/Morganton (between)","NC","Circle","5-10 minutes","North Carolina:  On I-40 east bound 10/26/2014:large white circular orb and lost an unexplainable hour and a half!.","11/6/14"
"10/26/14 21:30","Clarksville","TN","Unknown","10 seconds","Small light in the sky suddenly changes directions and zig zags with high speed.","11/6/14"
"10/26/14 21:30","Cross Plains","TX","Flash","4-5 seconds","3 flashing, exploding ""STARS.""","11/14/14"
"10/26/14 21:15","Lakewood","CO","Triangle","5 seconds","Traingular shaped object, looked like a giant bird.  NO SOUND.","11/6/14"
"10/26/14 20:30","Marion-Morganton","NC","Circle","5 minutes","North Carolina: Marion to Morganton on I-40: large glowing object over road messes with car clock","11/6/14"
"10/26/14 20:15","Frederick","MD","Other","2 minutes","Bright light seen with flickering colors within it then faded away.","11/6/14"
"10/26/14 19:45","Charlotte","NC","Light","30-60 seconds","Very bright white light moving at a good rate of speed, not an airplane or satellite.","11/6/14"
"10/26/14 19:45","Fitchburg","MA","Circle","3-5 seconds","Was traveling on Route 2 east when a large bright light,  white,  orange, red whipped by in my line of vision.  It was very low and I t","11/6/14"
"10/26/14 19:45","Mount Laurel","NJ","Sphere","~5 seconds","While driving north on the NJ turnpike a green sphere appeared above treeline, then angled downward and disappeared behind trees.","11/6/14"
"10/26/14 19:40","Ammon","ID","Triangle","2 minutes","UFO sighting in Ammon, Idaho.","11/6/14"
"10/26/14 19:20","Farmington","NM","Light","15 seconds","Bright Light traveling ESE, without a sound or blinking lights.","11/6/14"
"10/26/14 19:10","San Jose","CA","Oval","8 minutes","6 Red Oval UFO flying over my house.","11/6/14"
"10/26/14 19:00","Bluff City","TN","Triangle","5 minutes","Large triangular craft with bright white lights silently flew over Blutf City near Holston Lake.","11/6/14"
"10/26/14 18:30","King George","VA","Disk","5-10 minutes","Several Disc Shaped Objects and One Orange Star Like Object.","11/6/14"
"10/26/14 18:20","West Chester","PA","Fireball","3 minutes","Fireball shooting across sky over Rt. 202 in West Chester.","11/6/14"
"10/26/14 18:15","Madison","WI","Light","5-10 minutes","White light chased by two jets from airport","11/6/14"
"10/26/14 17:30","Alton","IL","Circle","10 seconds","Metallic object over Alton, Illinois.","11/6/14"
"10/26/14 14:00","Portland","OR","Formation","5-10 minutes","Metallic formation above SE Portland.","11/6/14"
"10/26/14 10:10","Rehoboth Beach","DC","Light","30 seconds","4 orange lights flying east to west.  ((NUFORC Note:  Possible advertising lights, in a rotating display?  PD))","11/6/14"
"10/26/14 03:00","Old Lyme","CT","Flash","5 seconds","Early morning bright light no source.","11/6/14"
"10/26/14 02:15","Virden","IL","Chevron","3-4 seconds","Dark gray winged shaped object traveling at a high rate of speed on October 26, 2014.","11/6/14"
"10/26/14 02:00","Wichita","KS","Light","35 minutes","Bright rainbow colored flashing star that moved east.","11/6/14"
"10/26/14 02:00","Teays Valley","WV","Disk","10+ minutes","Moving left to right for a few minutes","11/6/14"
"10/25/14 23:45","Wilmington","DE","Circle","20 minutes","8 fireballs following same path traveled northeast.","11/6/14"
"10/25/14 23:30","Omaha","NE","Fireball","2-3 seconds","Green streak of light came down to earth, thought to be a meteorite, then slowed down blinking red light before disappearing near groun","11/6/14"
"10/25/14 23:20","Indianapolis","IN","Fireball","10 minutes","Fuzzy orange lights travelling south over Shadeland Ave..","11/6/14"
"10/25/14 23:00","Fresno","CA","Formation","2 hours","Formation of colored lights hovering for 2 hours with swirling greenish orb lights/ FRESNO, CALIFORNIA","11/6/14"
"10/25/14 22:30","Wheaton","IL","Light","1 second","A green and red light warped through the sky faster than any modern aircraft and disappeared.","11/6/14"
"10/25/14 22:30","Eddington","ME","Light","30+ minutes","Will driving home on Saturday night saw a light in the sky towards the brewer maine area. Light was going back and across sky in a oval","11/6/14"
"10/25/14 22:15","Minneapolis","MN","Other","6 seconds","Flying wing shaped craft, with no lights or sound moving north to south in the sky.","11/6/14"
"10/25/14 22:00","Liberty","MO","Light","","My wife went to smoke a cig on our backporch and saw about 16 floating moving lights in the sky she called for me in fear and i came ru","11/14/14"
"10/25/14 22:00","McAlester","OK","Triangle","Continuous","Triangle shaped object with front of object red, and back of object orange, appeared to possibly be orange flames. Silent.","11/6/14"
"10/25/14 21:48","Watkinsville","GA","Circle","5","Orange orbs over Watkinsville, GA.","11/6/14"
"10/25/14 21:39","Springfield","IL","Light","3 minutes","Not the first time the first was one flew over three mins. later 4 flew over in a row tonites started to fly over and just dissapered t","11/6/14"
"10/25/14 21:30","Peoria","IL","Fireball","45 seconds","Fireball sightings in Peoria, Illinois.","11/6/14"
"10/25/14 21:26","Bozeman","MT","Sphere","35 seconds","Two red orbs right over downtown Bozeman coming from the west, then turned and headed north.","11/6/14"
"10/25/14 21:25","Highland Park","IL","Light","2 minutes","Approximately 9:25 pm saw 2 red lights, not blinking.","11/6/14"
"10/25/14 21:00","Kent/Des Moines/Tukwila","WA","Flash","2 seconds","Colorful lights flashing in Kent/Demoines","11/6/14"
"10/25/14 20:45","Enfield","CT","Circle","15 seconds","Traveling on 1-91 South from Enfield, I saw something moving above in the sky and decided to look up. I was immediately terrified and s","11/6/14"
"10/25/14 20:45","Cocoa Beach","FL","Fireball","1-2 minutes","A round red/orange fireball travelling horizontally.","11/6/14"
"10/25/14 20:30","Mahwah/Ramsey border","NJ","Circle","30 seconds","Me and my girlfriend were in the parking lot of our complex talking to her friend when I caught a blue circle heading west over the sky","11/6/14"
"10/25/14 20:00","Worcester","MA","Triangle","1 minute","At 8:00 pm while traveling eastbound on I 290 just before exit 19-20 we observed 3 red/yellow lights that looked also like fire moving","11/6/14"
"10/25/14 19:45","Cherry Hill","NJ","Light","2 minutes","6-8 Red-Orange glowing lights were headed from west to east over Cherry Hill around dusk on 10/25/14","11/6/14"
"10/25/14 19:31","Brooklyn Center","MN","Triangle","","Spade-like shape, three white lights on corners of air craft, two blinking red lights on bottom towards the rear end.","11/6/14"
"10/25/14 19:15","Eldon","MO","Triangle","10 minutes","I was on my way home from a children's Halloween event and there was a triangle shape with yellowish or orange lights above the truck s","11/6/14"
"10/25/14 19:05","Apple Valley","CA","Light","15 seconds","Large fast moving light over Mojave desert moving left to right as we observed it in the east with about 15 seconds duration","11/6/14"
"10/25/14 19:00","Worcester","MA","Diamond","10 minutes","Diamond shape objects with yellowish orange lights.","11/6/14"
"10/25/14 18:45","South Bend","IN","Unknown","10 minutes","Strange orange ball of light.","11/6/14"
"10/25/14 18:30","Frederick","MD","Fireball","5-10 minutes","Yesterday evening near Frederick, Md.  Was in the sky for about 10 mins and the tail got longer.  ((NUFORC Note:  Contrail.  PD))","11/6/14"
"10/25/14 18:30","New Orleans","LA","Teardrop","10-15 minutes","Trail of fire in the sky extinguishes itself to reveal tear shaped craft hovering before rapid acceleration","11/6/14"
"10/25/14 16:50","Portage","IN","Circle","5 minutes","Reddish ball flying in the sky.","11/6/14"
"10/25/14 12:00","San Antonio","TX","Cylinder","10 minutes","White cylinder shape. Seen by 4 police officers in San Antonio Tx","11/6/14"
"10/25/14 11:30","Jacksonville","FL","Circle","10 minutes","Orange orbs.","11/6/14"
"10/25/14 11:10","Tijuana (Mexico)","","Light","10 minutes","I saw about 7 starlike objects at 11 am. Very static. One of them was orangeish. One of them moved at a very slow velocity.","11/6/14"
